p1,p2,co_purchase_count
prod_00010,prod_00418,1
prod_00436,prod_00849,1
prod_00568,prod_00822,1
prod_00033,prod_00312,1
prod_00276,prod_00306,1
prod_00488,prod_00890,1
prod_00702,prod_00948,1
prod_00076,prod_00116,1
prod_00242,prod_00728,1
prod_00607,prod_00811,1
prod_00742,prod_00804,1
prod_00428,prod_00956,1
prod_00005,prod_00987,1
prod_00076,prod_00450,1
prod_00152,prod_00430,1
prod_00002,prod_00945,1
prod_00055,prod_00469,1
prod_00763,prod_00905,1
prod_00502,prod_00976,1
prod_00125,prod_00856,1
prod_00035,prod_00929,1
prod_00254,prod_00905,1
prod_00177,prod_00401,1
prod_00028,prod_00530,1
prod_00290,prod_00432,1
prod_00398,prod_00521,1
prod_00392,prod_00658,1
prod_00070,prod_00207,1
prod_00165,prod_00538,1
prod_00076,prod_00546,1
prod_00692,prod_00837,1
prod_00243,prod_00604,1
prod_00441,prod_00711,1
prod_00512,prod_00860,1
prod_00350,prod_00704,1
prod_00835,prod_00910,1
prod_00462,prod_00884,1
prod_00231,prod_00764,1
prod_00554,prod_00876,1
prod_00268,prod_00676,1
prod_00906,prod_00989,1
prod_00075,prod_00117,1
prod_00667,prod_00835,1
prod_00053,prod_00981,1
prod_00019,prod_00303,1
prod_00340,prod_00570,1
prod_00247,prod_00683,1
prod_00247,prod_00892,1
prod_00272,prod_00722,1
prod_00438,prod_00783,1
prod_00361,prod_00838,1
prod_00151,prod_00860,1
prod_00943,prod_00944,1
prod_00691,prod_00971,1
prod_00321,prod_00380,1
prod_00317,prod_00569,1
prod_00320,prod_00326,1
prod_00311,prod_00593,1
prod_00212,prod_00225,1
prod_00225,prod_00461,1
prod_00471,prod_00928,1
prod_00217,prod_00409,1
prod_00530,prod_00975,1
prod_00309,prod_00752,1
prod_00418,prod_00803,1
prod_00467,prod_00876,1
prod_00855,prod_00951,1
prod_00393,prod_00407,1
prod_00036,prod_00049,1
prod_00030,prod_00793,1
prod_00230,prod_00861,1
prod_00007,prod_00603,1
prod_00406,prod_00597,1
prod_00215,prod_00719,1
prod_00465,prod_00847,1
prod_00425,prod_00579,1
prod_00522,prod_00891,1
prod_00128,prod_00570,1
prod_00809,prod_00992,1
prod_00668,prod_00988,1
prod_00117,prod_00877,1
prod_00008,prod_00279,1
prod_00472,prod_00485,1
prod_00889,prod_00921,1
prod_00427,prod_00921,1
prod_00455,prod_00710,1
prod_00244,prod_00703,1
prod_00024,prod_00879,1
prod_00242,prod_00424,1
prod_00499,prod_00706,1
prod_00014,prod_00646,1
prod_00850,prod_00903,1
prod_00138,prod_00883,1
prod_00319,prod_00718,1
prod_00259,prod_00417,1
prod_00431,prod_00533,1
prod_00292,prod_00472,1
prod_00668,prod_00719,1
prod_00401,prod_00946,1
prod_00256,prod_00325,1
prod_00032,prod_00241,1
prod_00506,prod_00548,1
prod_00230,prod_00755,1
prod_00119,prod_00511,1
prod_00029,prod_00887,1
prod_00813,prod_00886,1
prod_00426,prod_00810,1
prod_00761,prod_00797,1
prod_00435,prod_00947,1
prod_00105,prod_00775,1
prod_00165,prod_00376,1
prod_00440,prod_00877,1
prod_00207,prod_00238,1
prod_00241,prod_00452,1
prod_00263,prod_00559,1
prod_00211,prod_00228,1
prod_00027,prod_00760,1
prod_00149,prod_00545,1
prod_00465,prod_00588,1
prod_00172,prod_00740,1
prod_00326,prod_00375,1
prod_00673,prod_00691,1
prod_00075,prod_00101,1
prod_00128,prod_00890,1
prod_00274,prod_00342,1
prod_00085,prod_00370,1
prod_00476,prod_00815,1
prod_00592,prod_00916,1
prod_00226,prod_00554,1
prod_00250,prod_00910,1
prod_00885,prod_00941,1
prod_00348,prod_00398,1
prod_00835,prod_00920,1
prod_00171,prod_00736,1
prod_00410,prod_00454,1
prod_00311,prod_00893,1
prod_00100,prod_00948,1
prod_00420,prod_00516,1
prod_00152,prod_00383,1
prod_00084,prod_00493,1
prod_00248,prod_00296,1
prod_00359,prod_00677,1
prod_00043,prod_00426,1
prod_00791,prod_00881,1
prod_00101,prod_00750,1
prod_00078,prod_00271,1
prod_00781,prod_00992,1
prod_00114,prod_00894,1
prod_00070,prod_00812,1
prod_00583,prod_00792,1
prod_00090,prod_00716,1
prod_00853,prod_00927,1
prod_00022,prod_00350,1
prod_00032,prod_00221,1
prod_00772,prod_00910,1
prod_00828,prod_00881,1
prod_00335,prod_00902,1
prod_00214,prod_00400,1
prod_00095,prod_00672,1
prod_00111,prod_00280,1
prod_00665,prod_00893,1
prod_00097,prod_00778,1
prod_00480,prod_00795,1
prod_00442,prod_00865,1
prod_00177,prod_00823,1
prod_00596,prod_00913,1
prod_00066,prod_00419,1
prod_00838,prod_00921,1
prod_00472,prod_00627,1
prod_00410,prod_00539,1
prod_00243,prod_00965,1
prod_00675,prod_00851,1
prod_00023,prod_00028,1
prod_00606,prod_00982,1
prod_00408,prod_00553,1
prod_00267,prod_00952,1
prod_00311,prod_00738,1
prod_00653,prod_00676,1
prod_00492,prod_00499,1
prod_00089,prod_00678,1
prod_00627,prod_00724,1
prod_00133,prod_00344,1
prod_00113,prod_00420,1
prod_00062,prod_00529,1
prod_00209,prod_00247,1
prod_00643,prod_00781,1
prod_00034,prod_00242,1
prod_00444,prod_00800,1
prod_00694,prod_00999,1
prod_00601,prod_00989,1
prod_00303,prod_00769,1
prod_00124,prod_00170,1
prod_00092,prod_00473,1
prod_00090,prod_00694,1
prod_00087,prod_00094,1
prod_00289,prod_00418,1
prod_00082,prod_00382,1
prod_00300,prod_00370,1
prod_00832,prod_00879,1
prod_00049,prod_00789,1
prod_00061,prod_00703,1
prod_00022,prod_00270,1
prod_00097,prod_00173,1
prod_00712,prod_00903,1
prod_00170,prod_00788,1
prod_00226,prod_00286,1
prod_00259,prod_00736,1
prod_00612,prod_00911,1
prod_00294,prod_00658,1
prod_00149,prod_00528,1
prod_00214,prod_00407,1
prod_00462,prod_00463,1
prod_00204,prod_00242,1
prod_00825,prod_00912,1
prod_00176,prod_00987,1
prod_00082,prod_00753,1
prod_00152,prod_00501,1
prod_00341,prod_00594,1
prod_00211,prod_00325,1
prod_00518,prod_00520,1
prod_00407,prod_00604,1
prod_00190,prod_00569,1
prod_00079,prod_00436,1
prod_00707,prod_00919,1
prod_00155,prod_00791,1
prod_00049,prod_00302,1
prod_00107,prod_00139,1
prod_00443,prod_00711,1
prod_00047,prod_00059,1
prod_00498,prod_00557,1
prod_00204,prod_00846,1
prod_00388,prod_00410,1
prod_00040,prod_00409,1
prod_00434,prod_00786,1
prod_00695,prod_00793,1
prod_00153,prod_00473,1
prod_00100,prod_00874,1
prod_00377,prod_00843,1
prod_00431,prod_00786,1
prod_00350,prod_00977,1
prod_00641,prod_00878,1
prod_00451,prod_00684,1
prod_00799,prod_00959,1
prod_00527,prod_00568,1
prod_00368,prod_00619,1
prod_00732,prod_00783,1
prod_00277,prod_00915,1
prod_00899,prod_00960,1
prod_00474,prod_00556,1
prod_00355,prod_00611,1
prod_00804,prod_00982,1
prod_00464,prod_00955,1
prod_00154,prod_00244,1
prod_00194,prod_00917,1
prod_00178,prod_00960,1
prod_00380,prod_00868,1
prod_00492,prod_00515,1
prod_00178,prod_00332,1
prod_00068,prod_00154,1
prod_00151,prod_00694,1
prod_00250,prod_00926,1
prod_00006,prod_00917,1
prod_00062,prod_00390,1
prod_00579,prod_00932,1
prod_00228,prod_00922,1
prod_00059,prod_00328,1
prod_00472,prod_00904,1
prod_00662,prod_00831,1
prod_00915,prod_00946,1
prod_00639,prod_00808,1
prod_00399,prod_00818,1
prod_00075,prod_00135,1
prod_00004,prod_00075,1
prod_00963,prod_00997,1
prod_00379,prod_00581,1
prod_00605,prod_00679,1
prod_00566,prod_00610,1
prod_00199,prod_00438,1
prod_00185,prod_00446,1
prod_00170,prod_00419,1
prod_00016,prod_00442,1
prod_00755,prod_00988,1
prod_00274,prod_00675,1
prod_00635,prod_00840,1
prod_00308,prod_00348,1
prod_00644,prod_00809,1
prod_00040,prod_00614,1
prod_00016,prod_00534,1
prod_00155,prod_00979,1
prod_00459,prod_00461,1
prod_00840,prod_00928,1
prod_00446,prod_00587,1
prod_00130,prod_00531,1
prod_00331,prod_00736,1
prod_00426,prod_00451,1
prod_00761,prod_00791,1
prod_00130,prod_00973,1
prod_00337,prod_00657,1
prod_00232,prod_00372,1
prod_00442,prod_00629,1
prod_00717,prod_00841,1
prod_00588,prod_00785,1
prod_00302,prod_00448,1
prod_00307,prod_00989,1
prod_00080,prod_00476,1
prod_00325,prod_00830,1
prod_00435,prod_00765,1
prod_00138,prod_00310,1
prod_00612,prod_00754,1
prod_00041,prod_00170,1
prod_00003,prod_00243,1
prod_00457,prod_00663,1
prod_00074,prod_00410,1
prod_00474,prod_00814,1
prod_00187,prod_00790,1
prod_00162,prod_00905,1
prod_00214,prod_00279,1
prod_00068,prod_00172,1
prod_00681,prod_00946,1
prod_00333,prod_00769,1
prod_00008,prod_00941,1
prod_00942,prod_00976,1
prod_00635,prod_00905,1
prod_00232,prod_00667,1
prod_00266,prod_00429,1
prod_00319,prod_00559,1
prod_00311,prod_00880,1
prod_00559,prod_00801,1
prod_00708,prod_00892,1
prod_00040,prod_00053,1
prod_00362,prod_00539,1
prod_00216,prod_00254,1
prod_00920,prod_00936,1
prod_00025,prod_00328,1
prod_00380,prod_00430,1
prod_00001,prod_00789,1
prod_00261,prod_00491,1
prod_00474,prod_00661,1
prod_00698,prod_00809,1
prod_00291,prod_00308,1
prod_00249,prod_00828,1
prod_00176,prod_00880,1
prod_00527,prod_00597,1
prod_00054,prod_00254,1
prod_00224,prod_00771,1
prod_00169,prod_00414,1
prod_00683,prod_00892,1
prod_00011,prod_00312,1
prod_00050,prod_00190,1
prod_00310,prod_00748,1
prod_00205,prod_00937,1
prod_00697,prod_00801,1
prod_00130,prod_00303,1
prod_00762,prod_00982,1
prod_00307,prod_00904,1
prod_00270,prod_00672,1
prod_00434,prod_00463,1
prod_00037,prod_00631,1
prod_00101,prod_00170,1
prod_00511,prod_00926,1
prod_00602,prod_00630,1
prod_00335,prod_00800,1
prod_00374,prod_00764,1
prod_00305,prod_00343,1
prod_00587,prod_00707,1
prod_00192,prod_00280,1
prod_00483,prod_00634,1
prod_00139,prod_00642,1
prod_00380,prod_00950,1
prod_00540,prod_00973,1
prod_00726,prod_00875,1
prod_00126,prod_00445,1
prod_00111,prod_00329,1
prod_00391,prod_00737,1
prod_00245,prod_00721,1
prod_00211,prod_00424,1
prod_00534,prod_00756,1
prod_00504,prod_00752,1
prod_00098,prod_00463,1
prod_00042,prod_00503,1
prod_00329,prod_00459,1
prod_00696,prod_00944,1
prod_00858,prod_00977,1
prod_00326,prod_00352,1
prod_00384,prod_00904,1
prod_00116,prod_00880,1
prod_00627,prod_00865,1
prod_00301,prod_00922,1
prod_00177,prod_00573,1
prod_00154,prod_00731,1
prod_00086,prod_00223,1
prod_00021,prod_00726,1
prod_00361,prod_00950,1
prod_00241,prod_00735,1
prod_00444,prod_00458,1
prod_00747,prod_00797,1
prod_00965,prod_00969,1
prod_00163,prod_00428,1
prod_00720,prod_00764,1
prod_00178,prod_00480,1
prod_00245,prod_00413,1
prod_00311,prod_00646,1
prod_00645,prod_00646,1
prod_00511,prod_00800,1
prod_00133,prod_00180,1
prod_00238,prod_00597,1
prod_00542,prod_00744,1
prod_00240,prod_00796,1
prod_00249,prod_00565,1
prod_00778,prod_00970,1
prod_00532,prod_00667,1
prod_00763,prod_00962,1
prod_00120,prod_00261,1
prod_00337,prod_00543,1
prod_00339,prod_00542,1
prod_00553,prod_00994,1
prod_00361,prod_00979,1
prod_00402,prod_00809,1
prod_00247,prod_00630,1
prod_00106,prod_00648,1
prod_00070,prod_00952,1
prod_00588,prod_00948,1
prod_00428,prod_00602,1
prod_00069,prod_00968,1
prod_00015,prod_00146,1
prod_00245,prod_00853,1
prod_00199,prod_00292,1
prod_00367,prod_00443,1
prod_00346,prod_00593,1
prod_00138,prod_00187,1
prod_00530,prod_00747,1
prod_00020,prod_00257,1
prod_00626,prod_00838,1
prod_00538,prod_00854,1
prod_00061,prod_00280,1
prod_00329,prod_00512,1
prod_00216,prod_00421,1
prod_00164,prod_00626,1
prod_00433,prod_00664,1
prod_00690,prod_00896,1
prod_00604,prod_00889,1
prod_00300,prod_00878,1
prod_00108,prod_00238,1
prod_00631,prod_00784,1
prod_00164,prod_00346,1
prod_00557,prod_00927,1
prod_00158,prod_00971,1
prod_00264,prod_00601,1
prod_00011,prod_00240,1
prod_00508,prod_00834,1
prod_00224,prod_00428,1
prod_00182,prod_00538,1
prod_00292,prod_00383,1
prod_00030,prod_00725,1
prod_00638,prod_00827,1
prod_00130,prod_00358,1
prod_00393,prod_00526,1
prod_00063,prod_00815,1
prod_00230,prod_00919,1
prod_00153,prod_00469,1
prod_00401,prod_00662,1
prod_00278,prod_00675,1
prod_00493,prod_00795,1
prod_00278,prod_00333,1
prod_00273,prod_00954,1
prod_00163,prod_00861,1
prod_00114,prod_00150,1
prod_00156,prod_00774,1
prod_00008,prod_00773,1
prod_00296,prod_00563,1
prod_00256,prod_00296,1
prod_00129,prod_00849,1
prod_00058,prod_00667,1
prod_00377,prod_00619,1
prod_00826,prod_00832,1
prod_00568,prod_00657,1
prod_00133,prod_00148,1
prod_00571,prod_00788,1
prod_00391,prod_00620,1
prod_00000,prod_00532,1
prod_00272,prod_00294,1
prod_00190,prod_00622,1
prod_00292,prod_00601,1
prod_00319,prod_00720,1
prod_00322,prod_00380,1
prod_00397,prod_00743,1
prod_00531,prod_00584,1
prod_00167,prod_00874,1
prod_00592,prod_00652,1
prod_00016,prod_00385,1
prod_00675,prod_00722,1
prod_00319,prod_00849,1
prod_00504,prod_00643,1
prod_00716,prod_00762,1
prod_00123,prod_00978,1
prod_00706,prod_00756,1
prod_00014,prod_00539,1
prod_00368,prod_00561,1
prod_00723,prod_00966,1
prod_00846,prod_00879,1
prod_00232,prod_00389,1
prod_00133,prod_00690,1
prod_00134,prod_00448,1
prod_00221,prod_00752,1
prod_00586,prod_00904,1
prod_00415,prod_00900,1
prod_00214,prod_00917,1
prod_00684,prod_00927,1
prod_00339,prod_00872,1
prod_00092,prod_00464,1
prod_00824,prod_00954,1
prod_00274,prod_00358,1
prod_00878,prod_00924,1
prod_00030,prod_00956,1
prod_00149,prod_00799,1
prod_00260,prod_00779,1
prod_00422,prod_00764,1
prod_00504,prod_00898,1
prod_00300,prod_00777,1
prod_00198,prod_00428,1
prod_00316,prod_00605,1
prod_00900,prod_00917,1
prod_00430,prod_00545,1
prod_00509,prod_00826,1
prod_00318,prod_00643,1
prod_00830,prod_00836,1
prod_00376,prod_00429,1
prod_00125,prod_00698,1
prod_00323,prod_00357,1
prod_00520,prod_00635,1
prod_00827,prod_00892,1
prod_00563,prod_00984,1
prod_00550,prod_00645,1
prod_00557,prod_00857,1
prod_00379,prod_00530,1
prod_00315,prod_00622,1
prod_00283,prod_00634,1
prod_00090,prod_00980,1
prod_00542,prod_00676,1
prod_00045,prod_00444,1
prod_00620,prod_00935,1
prod_00533,prod_00907,1
prod_00867,prod_00868,1
prod_00488,prod_00770,1
prod_00741,prod_00803,1
prod_00040,prod_00768,1
prod_00011,prod_00187,1
prod_00593,prod_00775,1
prod_00180,prod_00354,1
prod_00206,prod_00675,1
prod_00010,prod_00518,1
prod_00116,prod_00630,1
prod_00404,prod_00954,1
prod_00308,prod_00468,1
prod_00513,prod_00981,1
prod_00444,prod_00710,1
prod_00137,prod_00622,1
prod_00086,prod_00804,1
prod_00204,prod_00974,1
prod_00507,prod_00927,1
prod_00117,prod_00209,1
prod_00564,prod_00854,1
prod_00345,prod_00867,1
prod_00016,prod_00356,1
prod_00114,prod_00426,1
prod_00339,prod_00680,1
prod_00162,prod_00464,1
prod_00410,prod_00910,1
prod_00104,prod_00715,1
prod_00395,prod_00512,1
prod_00516,prod_00533,1
prod_00938,prod_00962,1
prod_00196,prod_00509,1
prod_00531,prod_00942,1
prod_00063,prod_00230,1
prod_00503,prod_00723,1
prod_00141,prod_00746,1
prod_00035,prod_00319,1
prod_00179,prod_00951,1
prod_00041,prod_00559,1
prod_00192,prod_00830,1
prod_00066,prod_00084,1
prod_00084,prod_00428,1
prod_00535,prod_00627,1
prod_00033,prod_00155,1
prod_00634,prod_00646,1
prod_00594,prod_00853,1
prod_00232,prod_00283,1
prod_00553,prod_00877,1
prod_00095,prod_00483,1
prod_00391,prod_00679,1
prod_00064,prod_00354,1
prod_00192,prod_00733,1
prod_00553,prod_00608,1
prod_00075,prod_00409,1
prod_00846,prod_00997,1
prod_00288,prod_00986,1
prod_00130,prod_00691,1
prod_00727,prod_00998,1
prod_00081,prod_00566,1
prod_00466,prod_00653,1
prod_00250,prod_00745,1
prod_00208,prod_00920,1
prod_00270,prod_00413,1
prod_00326,prod_00686,1
prod_00081,prod_00511,1
prod_00222,prod_00787,1
prod_00784,prod_00998,1
prod_00053,prod_00225,1
prod_00270,prod_00826,1
prod_00234,prod_00321,1
prod_00064,prod_00450,1
prod_00626,prod_00773,1
prod_00641,prod_00934,1
prod_00401,prod_00594,1
prod_00388,prod_00868,1
prod_00386,prod_00677,1
prod_00443,prod_00666,1
prod_00560,prod_00775,1
prod_00264,prod_00471,1
prod_00809,prod_00840,1
prod_00397,prod_00788,1
prod_00396,prod_00849,1
prod_00407,prod_00457,1
prod_00113,prod_00311,1
prod_00368,prod_00468,1
prod_00670,prod_00771,1
prod_00338,prod_00588,1
prod_00567,prod_00840,1
prod_00509,prod_00523,1
prod_00812,prod_00815,1
prod_00116,prod_00223,1
prod_00034,prod_00204,1
prod_00267,prod_00665,1
prod_00588,prod_00594,1
prod_00839,prod_00974,1
prod_00119,prod_00136,1
prod_00178,prod_00560,1
prod_00710,prod_00725,1
prod_00393,prod_00485,1
prod_00431,prod_00528,1
prod_00518,prod_00889,1
prod_00480,prod_00929,1
prod_00449,prod_00502,1
prod_00182,prod_00536,1
prod_00854,prod_00981,1
prod_00242,prod_00854,1
prod_00096,prod_00623,1
prod_00010,prod_00541,1
prod_00440,prod_00743,1
prod_00406,prod_00619,1
prod_00261,prod_00487,1
prod_00385,prod_00443,1
prod_00053,prod_00993,1
prod_00677,prod_00997,1
prod_00276,prod_00410,1
prod_00708,prod_00825,1
prod_00648,prod_00803,1
prod_00539,prod_00544,1
prod_00051,prod_00400,1
prod_00051,prod_00594,1
prod_00076,prod_00539,1
prod_00348,prod_00374,1
prod_00019,prod_00595,1
prod_00471,prod_00677,1
prod_00597,prod_00883,1
prod_00549,prod_00629,1
prod_00854,prod_00965,1
prod_00151,prod_00849,1
prod_00560,prod_00793,1
prod_00423,prod_00991,1
prod_00720,prod_00739,1
prod_00056,prod_00629,1
prod_00049,prod_00297,1
prod_00070,prod_00810,1
prod_00090,prod_00807,1
prod_00119,prod_00195,1
prod_00017,prod_00102,1
prod_00317,prod_00536,1
prod_00783,prod_00809,1
prod_00392,prod_00827,1
prod_00136,prod_00320,1
prod_00567,prod_00917,1
prod_00229,prod_00554,1
prod_00812,prod_00862,1
prod_00636,prod_00854,1
prod_00088,prod_00938,1
prod_00009,prod_00300,1
prod_00256,prod_00396,1
prod_00569,prod_00610,1
prod_00140,prod_00209,1
prod_00166,prod_00594,1
prod_00515,prod_00900,1
prod_00222,prod_00799,1
prod_00220,prod_00739,1
prod_00722,prod_00736,1
prod_00156,prod_00742,1
prod_00096,prod_00212,1
prod_00227,prod_00893,1
prod_00155,prod_00883,1
prod_00626,prod_00723,1
prod_00044,prod_00967,1
prod_00065,prod_00472,1
prod_00158,prod_00396,1
prod_00139,prod_00885,1
prod_00503,prod_00960,1
prod_00082,prod_00465,1
prod_00628,prod_00994,1
prod_00706,prod_00857,1
prod_00571,prod_00716,1
prod_00554,prod_00807,1
prod_00430,prod_00994,1
prod_00200,prod_00201,1
prod_00133,prod_00604,1
prod_00405,prod_00832,1
prod_00271,prod_00850,1
prod_00754,prod_00963,1
prod_00129,prod_00577,1
prod_00665,prod_00834,1
prod_00301,prod_00347,1
prod_00304,prod_00707,1
prod_00682,prod_00829,1
prod_00373,prod_00481,1
prod_00646,prod_00997,1
prod_00117,prod_00298,1
prod_00814,prod_00855,1
prod_00593,prod_00740,1
prod_00447,prod_00879,1
prod_00386,prod_00711,1
prod_00257,prod_00804,1
prod_00081,prod_00180,1
prod_00163,prod_00596,1
prod_00319,prod_00915,1
prod_00305,prod_00643,1
prod_00469,prod_00631,1
prod_00320,prod_00508,1
prod_00010,prod_00097,1
prod_00271,prod_00346,1
prod_00898,prod_00902,1
prod_00440,prod_00553,1
prod_00198,prod_00783,1
prod_00601,prod_00604,1
prod_00764,prod_00834,1
prod_00469,prod_00909,1
prod_00090,prod_00123,1
prod_00383,prod_00838,1
prod_00068,prod_00950,1
prod_00215,prod_00863,1
prod_00651,prod_00729,1
prod_00270,prod_00837,1
prod_00652,prod_00806,1
prod_00468,prod_00759,1
prod_00244,prod_00581,1
prod_00300,prod_00433,1
prod_00468,prod_00992,1
prod_00261,prod_00985,1
prod_00243,prod_00565,1
prod_00265,prod_00515,1
prod_00746,prod_00763,1
prod_00472,prod_00548,1
prod_00596,prod_00960,1
prod_00699,prod_00973,1
prod_00241,prod_00278,1
prod_00772,prod_00938,1
prod_00642,prod_00898,1
prod_00076,prod_00988,1
prod_00016,prod_00872,1
prod_00324,prod_00338,1
prod_00378,prod_00769,1
prod_00159,prod_00525,1
prod_00055,prod_00674,1
prod_00593,prod_00962,1
prod_00593,prod_00745,1
prod_00805,prod_00901,1
prod_00271,prod_00599,1
prod_00596,prod_00786,1
prod_00108,prod_00229,1
prod_00182,prod_00567,1
prod_00097,prod_00693,1
prod_00824,prod_00997,1
prod_00082,prod_00332,1
prod_00182,prod_00913,1
prod_00637,prod_00815,1
prod_00563,prod_00846,1
prod_00178,prod_00209,1
prod_00691,prod_00992,1
prod_00601,prod_00642,1
prod_00424,prod_00606,1
prod_00264,prod_00641,1
prod_00247,prod_00978,1
prod_00237,prod_00554,1
prod_00263,prod_00985,1
prod_00298,prod_00935,1
prod_00063,prod_00420,1
prod_00193,prod_00745,1
prod_00272,prod_00752,1
prod_00699,prod_00975,1
prod_00780,prod_00864,1
prod_00102,prod_00857,1
prod_00111,prod_00818,1
prod_00366,prod_00996,1
prod_00424,prod_00750,1
prod_00250,prod_00356,1
prod_00846,prod_00923,1
prod_00571,prod_00968,1
prod_00468,prod_00762,1
prod_00799,prod_00854,1
prod_00108,prod_00791,1
prod_00400,prod_00832,1
prod_00610,prod_00690,1
prod_00185,prod_00512,1
prod_00136,prod_00939,1
prod_00291,prod_00902,1
prod_00009,prod_00122,1
prod_00059,prod_00263,1
prod_00173,prod_00571,1
prod_00907,prod_00993,1
prod_00726,prod_00927,1
prod_00160,prod_00985,1
prod_00441,prod_00474,1
prod_00166,prod_00370,1
prod_00078,prod_00612,1
prod_00005,prod_00477,1
prod_00281,prod_00952,1
prod_00069,prod_00212,1
prod_00478,prod_00846,1
prod_00641,prod_00980,1
prod_00015,prod_00942,1
prod_00173,prod_00469,1
prod_00259,prod_00439,1
prod_00675,prod_00960,1
prod_00395,prod_00886,1
prod_00023,prod_00328,1
prod_00292,prod_00655,1
prod_00786,prod_00826,1
prod_00101,prod_00462,1
prod_00677,prod_00857,1
prod_00617,prod_00997,1
prod_00054,prod_00595,1
prod_00278,prod_00573,1
prod_00676,prod_00783,1
prod_00607,prod_00789,1
prod_00347,prod_00734,1
prod_00091,prod_00703,1
prod_00302,prod_00931,1
prod_00024,prod_00528,1
prod_00163,prod_00477,1
prod_00399,prod_00861,1
prod_00042,prod_00244,1
prod_00243,prod_00249,1
prod_00435,prod_00876,1
prod_00000,prod_00591,1
prod_00184,prod_00320,1
prod_00079,prod_00984,1
prod_00396,prod_00521,1
prod_00380,prod_00823,1
prod_00503,prod_00527,1
prod_00542,prod_00617,1
prod_00119,prod_00207,1
prod_00715,prod_00993,1
prod_00527,prod_00852,1
prod_00143,prod_00209,1
prod_00201,prod_00734,1
prod_00635,prod_00699,1
prod_00187,prod_00769,1
prod_00720,prod_00890,1
prod_00009,prod_00777,1
prod_00006,prod_00579,1
prod_00222,prod_00438,1
prod_00323,prod_00533,1
prod_00005,prod_00415,1
prod_00263,prod_00823,1
prod_00736,prod_00827,1
prod_00010,prod_00794,1
prod_00076,prod_00225,1
prod_00015,prod_00614,1
prod_00105,prod_00540,1
prod_00219,prod_00325,1
prod_00085,prod_00911,1
prod_00095,prod_00215,1
prod_00642,prod_00736,1
prod_00343,prod_00497,1
prod_00716,prod_00963,1
prod_00525,prod_00660,1
prod_00067,prod_00659,1
prod_00211,prod_00956,1
prod_00600,prod_00753,1
prod_00099,prod_00607,1
prod_00011,prod_00096,1
prod_00468,prod_00940,1
prod_00148,prod_00226,1
prod_00059,prod_00469,1
prod_00010,prod_00181,1
prod_00433,prod_00493,1
prod_00887,prod_00909,1
prod_00500,prod_00919,1
prod_00398,prod_00402,1
prod_00688,prod_00775,1
prod_00724,prod_00908,1
prod_00296,prod_00988,1
prod_00525,prod_00995,1
prod_00308,prod_00600,1
prod_00383,prod_00966,1
prod_00339,prod_00774,1
prod_00321,prod_00935,1
prod_00397,prod_00636,1
prod_00176,prod_00356,1
prod_00285,prod_00764,1
prod_00310,prod_00665,1
prod_00028,prod_00253,1
prod_00324,prod_00815,1
prod_00096,prod_00805,1
prod_00187,prod_00618,1
prod_00279,prod_00408,1
prod_00274,prod_00552,1
prod_00483,prod_00974,1
prod_00062,prod_00747,1
prod_00258,prod_00447,1
prod_00078,prod_00564,1
prod_00384,prod_00944,1
prod_00553,prod_00927,1
prod_00214,prod_00421,1
prod_00032,prod_00657,1
prod_00277,prod_00424,1
prod_00745,prod_00887,1
prod_00024,prod_00881,1
prod_00799,prod_00807,1
prod_00130,prod_00471,1
prod_00778,prod_00960,1
prod_00690,prod_00780,1
prod_00388,prod_00583,1
prod_00137,prod_00719,1
prod_00167,prod_00755,1
prod_00699,prod_00796,1
prod_00283,prod_00595,1
prod_00144,prod_00340,1
prod_00399,prod_00804,1
prod_00517,prod_00955,1
prod_00270,prod_00587,1
prod_00195,prod_00732,1
prod_00516,prod_00520,1
prod_00644,prod_00927,1
prod_00789,prod_00802,1
prod_00443,prod_00651,1
prod_00092,prod_00114,1
prod_00322,prod_00860,1
prod_00097,prod_00798,1
prod_00274,prod_00680,1
prod_00463,prod_00979,1
prod_00743,prod_00937,1
prod_00240,prod_00381,1
prod_00695,prod_00980,1
prod_00274,prod_00556,1
prod_00691,prod_00946,1
prod_00189,prod_00950,1
prod_00578,prod_00698,1
prod_00179,prod_00950,1
prod_00198,prod_00454,1
prod_00372,prod_00688,1
prod_00039,prod_00998,1
prod_00583,prod_00688,1
prod_00614,prod_00874,1
prod_00623,prod_00815,1
prod_00269,prod_00836,1
prod_00144,prod_00541,1
prod_00778,prod_00881,1
prod_00198,prod_00912,1
prod_00239,prod_00254,1
prod_00308,prod_00880,1
prod_00269,prod_00386,1
prod_00123,prod_00565,1
prod_00124,prod_00549,1
prod_00939,prod_00956,1
prod_00039,prod_00467,1
prod_00208,prod_00931,1
prod_00318,prod_00857,1
prod_00167,prod_00464,1
prod_00372,prod_00768,1
prod_00073,prod_00352,1
prod_00472,prod_00922,1
prod_00024,prod_00424,1
prod_00527,prod_00935,1
prod_00673,prod_00703,1
prod_00718,prod_00969,1
prod_00381,prod_00969,1
prod_00409,prod_00532,1
prod_00568,prod_00941,1
prod_00421,prod_00808,1
prod_00437,prod_00591,1
prod_00177,prod_00946,1
prod_00312,prod_00376,1
prod_00290,prod_00832,1
prod_00313,prod_00314,1
prod_00082,prod_00802,1
prod_00057,prod_00178,1
prod_00181,prod_00498,1
prod_00209,prod_00852,1
prod_00931,prod_00963,1
prod_00047,prod_00356,1
