rowkey,cf:user_id,cf:session_id,cf:start_time,cf:end_time,cf:duration_seconds,cf:conversion_status,cf:referrer,cf:page_views_count,cf:viewed_products_count,cf:geo_city,cf:geo_state,cf:geo_country,cf:device_type,cf:device_os,cf:device_browser
user_000007#2025-11-13T13:20:45#sess_333f2d65ad,user_000007,sess_333f2d65ad,2025-11-13T13:20:45,2025-11-13T14:06:34,2749,browsed,search_engine,8,2,West Stevenberg,AZ,DE,desktop,iOS,Chrome
user_000007#2025-11-17T18:38:37#sess_5e9e0acfb7,user_000007,sess_5e9e0acfb7,2025-11-17T18:38:37,2025-11-17T19:29:56,3079,abandoned,affiliate,13,5,West Stevenberg,AZ,DE,mobile,macOS,Chrome
user_000007#2025-11-19T01:35:40#sess_785e73e4fd,user_000007,sess_785e73e4fd,2025-11-19T01:35:40,2025-11-19T02:03:30,1670,abandoned,email,12,6,West Stevenberg,AZ,DE,tablet,Android,Firefox
user_000007#2025-11-20T08:39:24#sess_6b92d190fa,user_000007,sess_6b92d190fa,2025-11-20T08:39:24,2025-11-20T09:29:21,2997,abandoned,email,13,4,West Stevenberg,AZ,DE,mobile,iOS,Safari
user_000007#2025-11-22T21:15:40#sess_4d6511e1c4,user_000007,sess_4d6511e1c4,2025-11-22T21:15:40,2025-11-22T21:20:07,267,browsed,direct,4,2,West Stevenberg,AZ,DE,desktop,Android,Safari
user_000007#2025-11-25T04:50:21#sess_215261339c,user_000007,sess_215261339c,2025-11-25T04:50:21,2025-11-25T05:21:57,1896,abandoned,affiliate,5,3,West Stevenberg,AZ,DE,desktop,Android,Chrome
user_000007#2025-11-28T10:12:12#sess_7468728966,user_000007,sess_7468728966,2025-11-28T10:12:12,2025-11-28T10:42:08,1796,browsed,email,5,2,West Stevenberg,AZ,DE,desktop,Android,Edge
user_000007#2025-12-01T02:22:53#sess_100f4af721,user_000007,sess_100f4af721,2025-12-01T02:22:53,2025-12-01T02:49:27,1594,browsed,affiliate,12,4,West Stevenberg,AZ,DE,desktop,macOS,Firefox
user_000007#2025-12-01T03:51:15#sess_1b6842ef41,user_000007,sess_1b6842ef41,2025-12-01T03:51:15,2025-12-01T04:18:51,1656,abandoned,social,15,3,West Stevenberg,AZ,DE,tablet,Android,Safari
user_000007#2025-12-03T00:26:41#sess_47b51f71db,user_000007,sess_47b51f71db,2025-12-03T00:26:41,2025-12-03T00:54:36,1675,abandoned,social,16,4,West Stevenberg,AZ,DE,tablet,Android,Edge
user_000007#2025-12-03T11:38:34#sess_2f1db85c1d,user_000007,sess_2f1db85c1d,2025-12-03T11:38:34,2025-12-03T12:18:25,2391,browsed,social,8,2,West Stevenberg,AZ,DE,tablet,Windows,Firefox
user_000007#2025-12-04T10:35:38#sess_984da29917,user_000007,sess_984da29917,2025-12-04T10:35:38,2025-12-04T11:27:32,3114,browsed,direct,7,4,West Stevenberg,AZ,DE,tablet,macOS,Safari
user_000007#2025-12-04T22:40:31#sess_7b8d743ed4,user_000007,sess_7b8d743ed4,2025-12-04T22:40:31,2025-12-04T23:35:37,3306,converted,search_engine,9,3,West Stevenberg,AZ,DE,mobile,Windows,Safari
user_000007#2025-12-05T04:46:53#sess_a9e832179a,user_000007,sess_a9e832179a,2025-12-05T04:46:53,2025-12-05T05:14:34,1661,converted,direct,11,5,West Stevenberg,AZ,DE,mobile,Android,Chrome
user_000007#2025-12-08T11:26:06#sess_fedeabb36e,user_000007,sess_fedeabb36e,2025-12-08T11:26:06,2025-12-08T12:08:33,2547,converted,affiliate,12,2,West Stevenberg,AZ,DE,mobile,Windows,Edge
user_000007#2025-12-12T20:32:53#sess_56a20a459b,user_000007,sess_56a20a459b,2025-12-12T20:32:53,2025-12-12T21:10:15,2242,converted,affiliate,10,4,West Stevenberg,AZ,DE,mobile,Windows,Chrome
user_000007#2025-12-13T00:46:02#sess_991fec2f52,user_000007,sess_991fec2f52,2025-12-13T00:46:02,2025-12-13T01:00:01,839,browsed,search_engine,5,0,West Stevenberg,AZ,DE,desktop,Android,Firefox
user_000007#2025-12-13T00:55:16#sess_95ba2a7f11,user_000007,sess_95ba2a7f11,2025-12-13T00:55:16,2025-12-13T01:52:01,3405,converted,affiliate,14,4,West Stevenberg,AZ,DE,desktop,macOS,Chrome
user_000007#2025-12-13T01:02:13#sess_6c8a95653b,user_000007,sess_6c8a95653b,2025-12-13T01:02:13,2025-12-13T01:03:16,63,browsed,search_engine,15,5,West Stevenberg,AZ,DE,mobile,Android,Chrome
user_000007#2025-12-14T13:38:39#sess_b7d07c47b3,user_000007,sess_b7d07c47b3,2025-12-14T13:38:39,2025-12-14T13:45:40,421,abandoned,affiliate,9,5,West Stevenberg,AZ,DE,tablet,Windows,Safari
user_000007#2025-12-15T18:14:03#sess_464a17bcdd,user_000007,sess_464a17bcdd,2025-12-15T18:14:03,2025-12-15T18:26:14,731,browsed,affiliate,9,3,West Stevenberg,AZ,DE,desktop,macOS,Safari
user_000007#2025-12-16T09:54:12#sess_94830ebf9a,user_000007,sess_94830ebf9a,2025-12-16T09:54:12,2025-12-16T10:54:07,3595,converted,affiliate,16,5,West Stevenberg,AZ,DE,tablet,macOS,Safari
user_000007#2025-12-17T23:02:49#sess_91a64282bb,user_000007,sess_91a64282bb,2025-12-17T23:02:49,2025-12-17T23:44:28,2499,abandoned,direct,14,4,West Stevenberg,AZ,DE,desktop,macOS,Safari
user_000007#2025-12-18T01:40:17#sess_b0e395e98a,user_000007,sess_b0e395e98a,2025-12-18T01:40:17,2025-12-18T01:56:10,953,browsed,direct,6,1,West Stevenberg,AZ,DE,desktop,iOS,Firefox
user_000007#2025-12-23T03:33:45#sess_c9af608895,user_000007,sess_c9af608895,2025-12-23T03:33:45,2025-12-23T03:47:01,796,abandoned,direct,6,1,West Stevenberg,AZ,DE,mobile,Android,Edge
user_000007#2025-12-25T10:21:45#sess_a6048125f4,user_000007,sess_a6048125f4,2025-12-25T10:21:45,2025-12-25T10:23:32,107,converted,social,14,6,West Stevenberg,AZ,DE,tablet,macOS,Edge
user_000007#2025-12-27T03:13:02#sess_b807a48092,user_000007,sess_b807a48092,2025-12-27T03:13:02,2025-12-27T03:43:58,1856,converted,social,15,5,West Stevenberg,AZ,DE,desktop,Android,Chrome
user_000007#2025-12-27T07:38:13#sess_c87a332a18,user_000007,sess_c87a332a18,2025-12-27T07:38:13,2025-12-27T08:12:43,2070,browsed,affiliate,8,3,West Stevenberg,AZ,DE,tablet,macOS,Chrome
user_000007#2025-12-29T11:11:24#sess_251be3c89a,user_000007,sess_251be3c89a,2025-12-29T11:11:24,2025-12-29T11:49:21,2277,converted,social,16,5,West Stevenberg,AZ,DE,mobile,Android,Edge
user_000007#2025-12-31T05:31:33#sess_fee0ebe5d6,user_000007,sess_fee0ebe5d6,2025-12-31T05:31:33,2025-12-31T06:06:04,2071,abandoned,search_engine,7,1,West Stevenberg,AZ,DE,desktop,macOS,Chrome
user_000007#2026-01-02T17:43:13#sess_6c252c5299,user_000007,sess_6c252c5299,2026-01-02T17:43:13,2026-01-02T18:25:18,2525,abandoned,direct,12,5,West Stevenberg,AZ,DE,desktop,Windows,Chrome
user_000007#2026-01-03T07:19:09#sess_48f29e0afb,user_000007,sess_48f29e0afb,2026-01-03T07:19:09,2026-01-03T07:25:23,374,converted,direct,11,3,West Stevenberg,AZ,DE,mobile,Android,Firefox
user_000007#2026-01-04T19:02:44#sess_31145981c2,user_000007,sess_31145981c2,2026-01-04T19:02:44,2026-01-04T19:09:22,398,browsed,social,6,2,West Stevenberg,AZ,DE,desktop,Windows,Safari
user_000007#2026-01-05T11:50:46#sess_62fd2bf37c,user_000007,sess_62fd2bf37c,2026-01-05T11:50:46,2026-01-05T12:50:19,3573,browsed,affiliate,5,3,West Stevenberg,AZ,DE,mobile,Android,Safari
user_000007#2026-01-09T06:14:53#sess_e4140dca62,user_000007,sess_e4140dca62,2026-01-09T06:14:53,2026-01-09T06:47:12,1939,converted,search_engine,14,5,West Stevenberg,AZ,DE,tablet,Android,Firefox
user_000007#2026-01-10T12:57:42#sess_2a19b05226,user_000007,sess_2a19b05226,2026-01-10T12:57:42,2026-01-10T13:01:57,255,abandoned,social,16,7,West Stevenberg,AZ,DE,desktop,Android,Safari
user_000007#2026-01-10T16:09:41#sess_93b200fadd,user_000007,sess_93b200fadd,2026-01-10T16:09:41,2026-01-10T17:03:14,3213,converted,social,9,3,West Stevenberg,AZ,DE,mobile,iOS,Chrome
user_000007#2026-01-11T15:03:00#sess_fcda37fd97,user_000007,sess_fcda37fd97,2026-01-11T15:03:00,2026-01-11T15:18:08,908,converted,search_engine,8,3,West Stevenberg,AZ,DE,mobile,iOS,Chrome
user_000007#2026-01-12T05:44:11#sess_c84718c4bc,user_000007,sess_c84718c4bc,2026-01-12T05:44:11,2026-01-12T06:10:58,1607,abandoned,social,15,6,West Stevenberg,AZ,DE,mobile,Android,Safari
user_000007#2026-01-12T19:26:17#sess_26467afd7f,user_000007,sess_26467afd7f,2026-01-12T19:26:17,2026-01-12T20:00:55,2078,converted,direct,13,2,West Stevenberg,AZ,DE,tablet,iOS,Chrome
user_000007#2026-01-13T09:03:41#sess_3e74732147,user_000007,sess_3e74732147,2026-01-13T09:03:41,2026-01-13T09:29:51,1570,browsed,social,15,4,West Stevenberg,AZ,DE,desktop,iOS,Edge
user_000008#2025-10-25T04:51:00#sess_9b9b77acce,user_000008,sess_9b9b77acce,2025-10-25T04:51:00,2025-10-25T05:23:10,1930,browsed,social,10,3,Port Sarahport,NM,TO,mobile,macOS,Edge
user_000008#2025-10-25T21:05:47#sess_92cd88b25b,user_000008,sess_92cd88b25b,2025-10-25T21:05:47,2025-10-25T21:20:29,882,abandoned,affiliate,12,3,Port Sarahport,NM,TO,desktop,iOS,Edge
user_000008#2025-10-28T19:57:13#sess_cf00ba1378,user_000008,sess_cf00ba1378,2025-10-28T19:57:13,2025-10-28T20:25:47,1714,abandoned,social,9,2,Port Sarahport,NM,TO,mobile,iOS,Safari
user_000008#2025-11-01T08:13:31#sess_599a22540c,user_000008,sess_599a22540c,2025-11-01T08:13:31,2025-11-01T08:31:41,1090,abandoned,direct,13,4,Port Sarahport,NM,TO,desktop,iOS,Chrome
user_000008#2025-11-04T18:15:55#sess_c9d95e2945,user_000008,sess_c9d95e2945,2025-11-04T18:15:55,2025-11-04T19:07:57,3122,abandoned,direct,11,5,Port Sarahport,NM,TO,mobile,Android,Edge
user_000008#2025-11-04T23:01:39#sess_46b716912f,user_000008,sess_46b716912f,2025-11-04T23:01:39,2025-11-04T23:36:12,2073,abandoned,email,6,2,Port Sarahport,NM,TO,tablet,iOS,Chrome
user_000008#2025-11-05T23:51:54#sess_efd062f72b,user_000008,sess_efd062f72b,2025-11-05T23:51:54,2025-11-06T00:47:51,3357,abandoned,affiliate,10,1,Port Sarahport,NM,TO,tablet,Windows,Chrome
user_000008#2025-11-07T04:52:26#sess_de35a74a5a,user_000008,sess_de35a74a5a,2025-11-07T04:52:26,2025-11-07T05:06:57,871,abandoned,email,16,8,Port Sarahport,NM,TO,mobile,iOS,Chrome
user_000008#2025-11-16T11:17:41#sess_3807e67ffa,user_000008,sess_3807e67ffa,2025-11-16T11:17:41,2025-11-16T12:08:51,3070,browsed,affiliate,11,4,Port Sarahport,NM,TO,mobile,iOS,Safari
user_000008#2025-11-17T08:31:11#sess_4730197353,user_000008,sess_4730197353,2025-11-17T08:31:11,2025-11-17T08:57:41,1590,browsed,search_engine,6,2,Port Sarahport,NM,TO,desktop,macOS,Safari
user_000008#2025-11-17T21:58:03#sess_3711cecfbc,user_000008,sess_3711cecfbc,2025-11-17T21:58:03,2025-11-17T22:43:36,2733,converted,search_engine,15,3,Port Sarahport,NM,TO,desktop,iOS,Firefox
user_000008#2025-11-21T10:19:21#sess_c5722ec6eb,user_000008,sess_c5722ec6eb,2025-11-21T10:19:21,2025-11-21T10:54:32,2111,browsed,direct,9,1,Port Sarahport,NM,TO,tablet,iOS,Edge
user_000008#2025-11-21T11:26:45#sess_8eed86bea0,user_000008,sess_8eed86bea0,2025-11-21T11:26:45,2025-11-21T11:49:15,1350,abandoned,email,13,6,Port Sarahport,NM,TO,mobile,macOS,Safari
user_000008#2025-11-22T03:38:04#sess_77a309787f,user_000008,sess_77a309787f,2025-11-22T03:38:04,2025-11-22T03:42:24,260,abandoned,social,10,4,Port Sarahport,NM,TO,mobile,Windows,Firefox
user_000008#2025-11-22T14:10:31#sess_62d0e85166,user_000008,sess_62d0e85166,2025-11-22T14:10:31,2025-11-22T14:52:28,2517,browsed,affiliate,7,3,Port Sarahport,NM,TO,desktop,Windows,Safari
user_000008#2025-11-25T21:01:54#sess_b6ad8b5af9,user_000008,sess_b6ad8b5af9,2025-11-25T21:01:54,2025-11-25T21:09:00,426,converted,email,9,2,Port Sarahport,NM,TO,tablet,macOS,Chrome
user_000008#2025-11-28T02:09:10#sess_1d09a55375,user_000008,sess_1d09a55375,2025-11-28T02:09:10,2025-11-28T03:07:50,3520,converted,email,14,6,Port Sarahport,NM,TO,tablet,Windows,Firefox
user_000008#2025-11-28T10:15:38#sess_8e4dda563a,user_000008,sess_8e4dda563a,2025-11-28T10:15:38,2025-11-28T10:17:33,115,abandoned,search_engine,6,4,Port Sarahport,NM,TO,tablet,Android,Safari
user_000008#2025-12-01T06:14:35#sess_391f9226bc,user_000008,sess_391f9226bc,2025-12-01T06:14:35,2025-12-01T06:28:14,819,browsed,direct,11,3,Port Sarahport,NM,TO,tablet,Android,Chrome
user_000008#2025-12-01T17:42:02#sess_7da25eb7ab,user_000008,sess_7da25eb7ab,2025-12-01T17:42:02,2025-12-01T18:30:49,2927,abandoned,search_engine,9,3,Port Sarahport,NM,TO,mobile,macOS,Safari
user_000008#2025-12-02T03:02:33#sess_44e60c7bc1,user_000008,sess_44e60c7bc1,2025-12-02T03:02:33,2025-12-02T03:24:16,1303,abandoned,direct,15,6,Port Sarahport,NM,TO,desktop,macOS,Safari
user_000008#2025-12-02T22:03:36#sess_f56472bf6e,user_000008,sess_f56472bf6e,2025-12-02T22:03:36,2025-12-02T22:17:35,839,browsed,social,6,0,Port Sarahport,NM,TO,tablet,Android,Chrome
user_000008#2025-12-03T21:41:04#sess_270d8fad50,user_000008,sess_270d8fad50,2025-12-03T21:41:04,2025-12-03T22:29:48,2924,converted,affiliate,12,4,Port Sarahport,NM,TO,desktop,iOS,Chrome
user_000008#2025-12-04T08:30:38#sess_13db86ab6b,user_000008,sess_13db86ab6b,2025-12-04T08:30:38,2025-12-04T09:02:21,1903,abandoned,direct,12,4,Port Sarahport,NM,TO,desktop,Android,Firefox
user_000008#2025-12-04T19:05:55#sess_b6158e5a5c,user_000008,sess_b6158e5a5c,2025-12-04T19:05:55,2025-12-04T19:32:04,1569,browsed,social,4,1,Port Sarahport,NM,TO,desktop,iOS,Edge
user_000008#2025-12-05T20:21:58#sess_48948b3dad,user_000008,sess_48948b3dad,2025-12-05T20:21:58,2025-12-05T20:30:51,533,converted,affiliate,16,7,Port Sarahport,NM,TO,mobile,macOS,Firefox
user_000008#2025-12-05T20:31:30#sess_2b071eea86,user_000008,sess_2b071eea86,2025-12-05T20:31:30,2025-12-05T21:04:54,2004,converted,search_engine,9,3,Port Sarahport,NM,TO,desktop,macOS,Edge
user_000008#2025-12-06T20:04:22#sess_9abff89ca3,user_000008,sess_9abff89ca3,2025-12-06T20:04:22,2025-12-06T20:42:50,2308,converted,social,16,5,Port Sarahport,NM,TO,mobile,macOS,Safari
user_000008#2025-12-10T04:56:03#sess_8ec691c0e4,user_000008,sess_8ec691c0e4,2025-12-10T04:56:03,2025-12-10T05:36:46,2443,converted,email,14,6,Port Sarahport,NM,TO,desktop,Android,Safari
user_000008#2025-12-11T09:07:31#sess_2d64b50752,user_000008,sess_2d64b50752,2025-12-11T09:07:31,2025-12-11T09:52:22,2691,browsed,search_engine,4,1,Port Sarahport,NM,TO,mobile,macOS,Safari
user_000008#2025-12-11T14:57:16#sess_c37980831f,user_000008,sess_c37980831f,2025-12-11T14:57:16,2025-12-11T15:48:32,3076,abandoned,direct,13,7,Port Sarahport,NM,TO,desktop,iOS,Safari
user_000008#2025-12-14T03:58:37#sess_b3e39fcc78,user_000008,sess_b3e39fcc78,2025-12-14T03:58:37,2025-12-14T04:26:31,1674,abandoned,direct,15,8,Port Sarahport,NM,TO,tablet,macOS,Chrome
user_000008#2025-12-17T12:12:04#sess_9773346da0,user_000008,sess_9773346da0,2025-12-17T12:12:04,2025-12-17T12:23:24,680,converted,affiliate,10,3,Port Sarahport,NM,TO,desktop,Windows,Edge
user_000008#2025-12-28T04:54:46#sess_ee4fd42c8d,user_000008,sess_ee4fd42c8d,2025-12-28T04:54:46,2025-12-28T05:30:43,2157,converted,search_engine,16,4,Port Sarahport,NM,TO,mobile,Android,Firefox
user_000008#2025-12-30T19:43:55#sess_74b4578057,user_000008,sess_74b4578057,2025-12-30T19:43:55,2025-12-30T20:21:32,2257,abandoned,affiliate,9,2,Port Sarahport,NM,TO,desktop,iOS,Safari
user_000008#2026-01-02T07:07:47#sess_923deec2b9,user_000008,sess_923deec2b9,2026-01-02T07:07:47,2026-01-02T07:37:00,1753,abandoned,search_engine,8,5,Port Sarahport,NM,TO,mobile,macOS,Firefox
user_000008#2026-01-02T17:14:03#sess_3c9d0f4956,user_000008,sess_3c9d0f4956,2026-01-02T17:14:03,2026-01-02T17:55:49,2506,browsed,direct,10,2,Port Sarahport,NM,TO,desktop,Android,Chrome
user_000008#2026-01-03T02:02:35#sess_65361f9b7b,user_000008,sess_65361f9b7b,2026-01-03T02:02:35,2026-01-03T02:48:47,2772,browsed,direct,15,5,Port Sarahport,NM,TO,tablet,Windows,Edge
user_000008#2026-01-03T06:36:27#sess_8edff564bf,user_000008,sess_8edff564bf,2026-01-03T06:36:27,2026-01-03T06:39:57,210,browsed,affiliate,12,5,Port Sarahport,NM,TO,mobile,iOS,Edge
user_000008#2026-01-06T01:39:34#sess_1a8a33cb99,user_000008,sess_1a8a33cb99,2026-01-06T01:39:34,2026-01-06T02:02:33,1379,browsed,affiliate,8,2,Port Sarahport,NM,TO,mobile,macOS,Chrome
user_000008#2026-01-06T15:42:06#sess_f88f3782d8,user_000008,sess_f88f3782d8,2026-01-06T15:42:06,2026-01-06T16:18:41,2195,converted,social,11,4,Port Sarahport,NM,TO,mobile,Android,Safari
user_000008#2026-01-06T18:30:03#sess_3966499b95,user_000008,sess_3966499b95,2026-01-06T18:30:03,2026-01-06T18:44:20,857,converted,search_engine,16,4,Port Sarahport,NM,TO,tablet,Android,Firefox
user_000008#2026-01-07T02:49:53#sess_92b6d095ab,user_000008,sess_92b6d095ab,2026-01-07T02:49:53,2026-01-07T03:48:06,3493,abandoned,email,15,6,Port Sarahport,NM,TO,desktop,iOS,Firefox
user_000008#2026-01-08T08:13:09#sess_02107315cc,user_000008,sess_02107315cc,2026-01-08T08:13:09,2026-01-08T08:50:25,2236,abandoned,email,12,4,Port Sarahport,NM,TO,mobile,Android,Safari
user_000008#2026-01-08T19:13:11#sess_46f73627b3,user_000008,sess_46f73627b3,2026-01-08T19:13:11,2026-01-08T19:22:44,573,abandoned,search_engine,5,2,Port Sarahport,NM,TO,desktop,Windows,Chrome
user_000008#2026-01-12T09:20:38#sess_4e2892ebcc,user_000008,sess_4e2892ebcc,2026-01-12T09:20:38,2026-01-12T09:32:44,726,browsed,social,6,1,Port Sarahport,NM,TO,tablet,Android,Safari
user_000008#2026-01-13T21:38:31#sess_c2761087e0,user_000008,sess_c2761087e0,2026-01-13T21:38:31,2026-01-13T22:36:39,3488,abandoned,affiliate,16,5,Port Sarahport,NM,TO,tablet,iOS,Safari
user_000008#2026-01-15T05:47:20#sess_879136667b,user_000008,sess_879136667b,2026-01-15T05:47:20,2026-01-15T06:42:43,3323,abandoned,email,13,5,Port Sarahport,NM,TO,mobile,Android,Edge
user_000008#2026-01-17T13:58:41#sess_4a38a4a7f1,user_000008,sess_4a38a4a7f1,2026-01-17T13:58:41,2026-01-17T14:48:04,2963,abandoned,social,5,3,Port Sarahport,NM,TO,tablet,Windows,Chrome
user_000008#2026-01-18T15:08:18#sess_2afd43fb9a,user_000008,sess_2afd43fb9a,2026-01-18T15:08:18,2026-01-18T15:50:38,2540,browsed,social,5,2,Port Sarahport,NM,TO,tablet,Windows,Edge
user_000009#2025-10-21T11:59:52#sess_0e28236292,user_000009,sess_0e28236292,2025-10-21T11:59:52,2025-10-21T12:44:00,2648,abandoned,direct,7,3,Port Jasminehaven,IN,ER,tablet,Android,Firefox
user_000009#2025-10-21T15:16:03#sess_1a719e44e4,user_000009,sess_1a719e44e4,2025-10-21T15:16:03,2025-10-21T15:20:24,261,browsed,email,10,2,Port Jasminehaven,IN,ER,mobile,Android,Chrome
user_000009#2025-10-22T12:08:34#sess_657328bb9e,user_000009,sess_657328bb9e,2025-10-22T12:08:34,2025-10-22T12:26:10,1056,abandoned,affiliate,8,4,Port Jasminehaven,IN,ER,mobile,Windows,Chrome
user_000009#2025-10-25T02:26:05#sess_f3d41eecf1,user_000009,sess_f3d41eecf1,2025-10-25T02:26:05,2025-10-25T03:04:03,2278,abandoned,affiliate,4,2,Port Jasminehaven,IN,ER,desktop,Windows,Chrome
user_000009#2025-10-28T20:03:59#sess_aead493a4e,user_000009,sess_aead493a4e,2025-10-28T20:03:59,2025-10-28T20:48:55,2696,browsed,direct,4,1,Port Jasminehaven,IN,ER,mobile,iOS,Chrome
user_000009#2025-11-03T21:53:39#sess_afc41beca4,user_000009,sess_afc41beca4,2025-11-03T21:53:39,2025-11-03T21:56:40,181,abandoned,email,15,3,Port Jasminehaven,IN,ER,desktop,Windows,Chrome
user_000009#2025-11-09T03:36:03#sess_e6a7cf3bcc,user_000009,sess_e6a7cf3bcc,2025-11-09T03:36:03,2025-11-09T04:08:46,1963,converted,direct,13,4,Port Jasminehaven,IN,ER,desktop,iOS,Firefox
user_000009#2025-11-11T17:52:56#sess_f3cac0d660,user_000009,sess_f3cac0d660,2025-11-11T17:52:56,2025-11-11T18:28:39,2143,abandoned,search_engine,9,4,Port Jasminehaven,IN,ER,tablet,macOS,Firefox
user_000009#2025-11-13T19:41:41#sess_2dffa23965,user_000009,sess_2dffa23965,2025-11-13T19:41:41,2025-11-13T19:55:27,826,converted,search_engine,7,3,Port Jasminehaven,IN,ER,tablet,macOS,Chrome
user_000009#2025-11-14T03:33:05#sess_f63b102843,user_000009,sess_f63b102843,2025-11-14T03:33:05,2025-11-14T04:32:28,3563,abandoned,direct,11,4,Port Jasminehaven,IN,ER,tablet,Windows,Chrome
user_000009#2025-11-20T08:24:06#sess_e63be4d310,user_000009,sess_e63be4d310,2025-11-20T08:24:06,2025-11-20T09:15:16,3070,abandoned,social,13,4,Port Jasminehaven,IN,ER,tablet,Android,Firefox
user_000009#2025-11-22T06:05:42#sess_65f9e4c199,user_000009,sess_65f9e4c199,2025-11-22T06:05:42,2025-11-22T06:23:08,1046,converted,affiliate,11,4,Port Jasminehaven,IN,ER,tablet,macOS,Safari
user_000009#2025-11-22T23:58:14#sess_b76f6bc6f0,user_000009,sess_b76f6bc6f0,2025-11-22T23:58:14,2025-11-23T00:22:05,1431,browsed,email,11,3,Port Jasminehaven,IN,ER,mobile,Windows,Edge
user_000009#2025-11-23T02:26:29#sess_bd0cf1ec05,user_000009,sess_bd0cf1ec05,2025-11-23T02:26:29,2025-11-23T02:54:33,1684,abandoned,direct,12,6,Port Jasminehaven,IN,ER,tablet,iOS,Safari
user_000009#2025-11-23T09:06:08#sess_6f37f7279d,user_000009,sess_6f37f7279d,2025-11-23T09:06:08,2025-11-23T10:01:06,3298,abandoned,direct,10,4,Port Jasminehaven,IN,ER,mobile,iOS,Firefox
user_000009#2025-11-23T21:37:23#sess_4a2359d005,user_000009,sess_4a2359d005,2025-11-23T21:37:23,2025-11-23T22:20:46,2603,abandoned,search_engine,15,5,Port Jasminehaven,IN,ER,mobile,iOS,Safari
user_000009#2025-11-25T10:45:43#sess_d3b0b6d70b,user_000009,sess_d3b0b6d70b,2025-11-25T10:45:43,2025-11-25T11:01:06,923,abandoned,search_engine,8,3,Port Jasminehaven,IN,ER,tablet,Windows,Safari
user_000009#2025-11-26T04:46:02#sess_210ee52a42,user_000009,sess_210ee52a42,2025-11-26T04:46:02,2025-11-26T05:38:46,3164,converted,email,16,8,Port Jasminehaven,IN,ER,tablet,Windows,Firefox
user_000009#2025-11-29T09:12:47#sess_9f52f5f5ba,user_000009,sess_9f52f5f5ba,2025-11-29T09:12:47,2025-11-29T09:27:51,904,abandoned,search_engine,11,5,Port Jasminehaven,IN,ER,mobile,macOS,Firefox
user_000009#2025-11-29T13:51:09#sess_1abff05f3b,user_000009,sess_1abff05f3b,2025-11-29T13:51:09,2025-11-29T14:35:35,2666,abandoned,social,13,3,Port Jasminehaven,IN,ER,desktop,iOS,Safari
user_000009#2025-12-03T16:38:22#sess_8bbd14f89b,user_000009,sess_8bbd14f89b,2025-12-03T16:38:22,2025-12-03T17:20:10,2508,abandoned,search_engine,5,3,Port Jasminehaven,IN,ER,tablet,Android,Edge
user_000009#2025-12-05T07:07:09#sess_7b178b2e03,user_000009,sess_7b178b2e03,2025-12-05T07:07:09,2025-12-05T07:43:55,2206,browsed,direct,6,1,Port Jasminehaven,IN,ER,mobile,Windows,Safari
user_000009#2025-12-08T01:55:48#sess_64578237ea,user_000009,sess_64578237ea,2025-12-08T01:55:48,2025-12-08T02:49:38,3230,abandoned,social,13,3,Port Jasminehaven,IN,ER,mobile,Windows,Safari
user_000009#2025-12-08T09:37:23#sess_2c52853187,user_000009,sess_2c52853187,2025-12-08T09:37:23,2025-12-08T10:25:56,2913,abandoned,email,9,2,Port Jasminehaven,IN,ER,tablet,iOS,Firefox
user_000009#2025-12-10T00:45:59#sess_1c80d0684f,user_000009,sess_1c80d0684f,2025-12-10T00:45:59,2025-12-10T01:27:40,2501,browsed,search_engine,13,3,Port Jasminehaven,IN,ER,desktop,Android,Edge
user_000009#2025-12-10T10:46:13#sess_973337fc14,user_000009,sess_973337fc14,2025-12-10T10:46:13,2025-12-10T11:26:39,2426,converted,direct,16,6,Port Jasminehaven,IN,ER,desktop,macOS,Firefox
user_000009#2025-12-11T18:32:57#sess_3179d65260,user_000009,sess_3179d65260,2025-12-11T18:32:57,2025-12-11T18:39:19,382,converted,affiliate,10,5,Port Jasminehaven,IN,ER,mobile,Android,Chrome
user_000009#2025-12-14T06:47:37#sess_c859655ce3,user_000009,sess_c859655ce3,2025-12-14T06:47:37,2025-12-14T07:19:44,1927,abandoned,affiliate,15,4,Port Jasminehaven,IN,ER,desktop,macOS,Edge
user_000009#2025-12-15T12:00:08#sess_29dbe8eea3,user_000009,sess_29dbe8eea3,2025-12-15T12:00:08,2025-12-15T12:40:09,2401,browsed,search_engine,15,3,Port Jasminehaven,IN,ER,mobile,iOS,Safari
user_000009#2025-12-18T08:44:52#sess_677c73c44e,user_000009,sess_677c73c44e,2025-12-18T08:44:52,2025-12-18T09:40:26,3334,abandoned,direct,15,9,Port Jasminehaven,IN,ER,mobile,Android,Chrome
user_000009#2025-12-20T20:58:07#sess_35eb0b4809,user_000009,sess_35eb0b4809,2025-12-20T20:58:07,2025-12-20T21:52:44,3277,converted,search_engine,16,4,Port Jasminehaven,IN,ER,mobile,Windows,Safari
user_000009#2025-12-22T05:55:31#sess_4fdb42f44c,user_000009,sess_4fdb42f44c,2025-12-22T05:55:31,2025-12-22T06:21:24,1553,converted,email,8,2,Port Jasminehaven,IN,ER,tablet,macOS,Chrome
user_000009#2025-12-24T04:13:14#sess_8e29401439,user_000009,sess_8e29401439,2025-12-24T04:13:14,2025-12-24T04:31:16,1082,converted,email,7,2,Port Jasminehaven,IN,ER,desktop,macOS,Edge
